
# mes "*Hiccup*...... *Hiccup*.......";
#: npc/cities/amatsu.txt
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "I'm going there!"
msgstr ""

# switch(select("I'm going there!", "Sandaruman Fortress?", "Cancel")) {
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Sandaruman Fortress?"
msgstr ""

# switch(select("I'm going there!", "Sandaruman Fortress?", "Cancel")) {
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Cancel"
msgstr ""

# mes "So you're really going";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "So you're really going"
msgstr ""

# mes "to go to Sandaruman";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "to go to Sandaruman"
msgstr ""

# mes "Fortress. Alright then,";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Fortress. Alright then,"
msgstr ""

# mes "good luck, and be careful!";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "good luck, and be careful!"
msgstr ""

# mes "Although Sandaruman";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Although Sandaruman"
msgstr ""

# mes "Fortress is infested with";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Fortress is infested with"
msgstr ""

# mes "monsters now, it used to be";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "monsters now, it used to be"
msgstr ""

# mes "a province where people lived.";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "a province where people lived."
msgstr ""

# mes "However, they were always";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "However, they were always"
msgstr ""

# mes "invaded and pillaged...";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "invaded and pillaged..."
msgstr ""

# mes "Sandaruman's inhabitants";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Sandaruman's inhabitants"
msgstr ""

# mes "eventually adapted to the";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "eventually adapted to the"
msgstr ""

# mes "invasions, developing smoke";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "invasions, developing smoke"
msgstr ""

# mes "signals and fortifications to";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "signals and fortifications to"
msgstr ""

# mes "withstand the ravages of war.";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "withstand the ravages of war."
msgstr ""

# mes "Then, Comodo was built...";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Then, Comodo was built..."
msgstr ""

# mes "Comodo grew in power and";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Comodo grew in power and"
msgstr ""

# mes "influence and eventually annexed Sandaruman. More and more people";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "influence and eventually annexed Sandaruman. More and more people"
msgstr ""

# mes "moved from the fortress to Comodo until Sandaruman Fotress was";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "moved from the fortress to Comodo until Sandaruman Fotress was"
msgstr ""

# mes "essentially abandoned.";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "essentially abandoned."
msgstr ""

# mes "There were a few people";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "There were a few people"
msgstr ""

# mes "remaining in Sandaruman,";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "remaining in Sandaruman,"
msgstr ""

# mes "but they revolted and some";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "but they revolted and some"
msgstr ""

# mes "fledging government came into";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "fledging government came into"
msgstr ""

# mes "power there. The monsters took";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "power there. The monsters took"
msgstr ""

# mes "the chance to take over...";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "the chance to take over..."
msgstr ""

# mes "There's nothing around";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "There's nothing around"
msgstr ""

# mes "Sandaruman now. Well, nothing";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "Sandaruman now. Well, nothing"
msgstr ""

# mes "except maybe Paros Lighthouse,";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "except maybe Paros Lighthouse,"
msgstr ""

# mes "which is southwest of here. That place might be of interest to";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "which is southwest of here. That place might be of interest to"
msgstr ""

# mes "aspiring Rogues, I hear...";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "aspiring Rogues, I hear..."
msgstr ""

# mes "You know, if you're";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "You know, if you're"
msgstr ""

# mes "tired of traveling, you";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "tired of traveling, you"
msgstr ""

# mes "can rest in ^3355FFComodo^000000. That";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "can rest in ^3355FFComodo^000000. That"
msgstr ""

# mes "place is a pretty popular";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "place is a pretty popular"
msgstr ""

# mes "tourist attraction, especially";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "tourist attraction, especially"
msgstr ""

# mes "for you adventurer types.";
#: npc/cities/comodo.txt
msgctxt "Serutero#cmd"
msgid "for you adventurer types."
msgstr ""

# mes "[Nemuk]";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "[Nemuk]"
msgstr ""

# mes "You seem to be an";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "You seem to be an"
msgstr ""

# mes "outsider, so let me";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "outsider, so let me"
msgstr ""

# mes "ask you something.";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "ask you something."
msgstr ""

# mes "What do you think ";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "What do you think "
msgstr ""

# mes "of Einbech?";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "of Einbech?"
msgstr ""

# switch(select("It's fine.", "It looks tough to live here.")) {
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "It's fine."
msgstr ""

# switch(select("It's fine.", "It looks tough to live here.")) {
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "It looks tough to live here."
msgstr ""

# mes "Huh...?";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "Huh...?"
msgstr ""

# mes "I'm not sure what";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "I'm not sure what"
msgstr ""

# mes "you've seen, but I'm";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "you've seen, but I'm"
msgstr ""

# mes "surprised to hear you";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "surprised to hear you"
msgstr ""

# mes "say something like that.";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "say something like that."
msgstr ""

# mes "It's been ten years since";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "It's been ten years since"
msgstr ""

# mes "I've started to think about";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "I've started to think about"
msgstr ""

# mes "moving out. However, I'm still";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "moving out. However, I'm still"
msgstr ""

# mes "debating it. Now, if I were rich, I'd leave in no time, but it's hard getting the money to move out.";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "debating it. Now, if I were rich, I'd leave in no time, but it's hard getting the money to move out."
msgstr ""

# mes "^333333*Sigh...*^000000";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "^333333*Sigh...*^000000"
msgstr ""

# mes "Maybe if I had been";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "Maybe if I had been"
msgstr ""

# mes "an adventurer when I was";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "an adventurer when I was"
msgstr ""

# mes "younger, I wouldn't have";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "younger, I wouldn't have"
msgstr ""

# mes "these problems today...";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "these problems today..."
msgstr ""

# mes "I thought so.";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "I thought so."
msgstr ""

# mes "Well, I apologize if";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "Well, I apologize if"
msgstr ""

# mes "I put you on the spot.";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "I put you on the spot."
msgstr ""

# mes "Everyone here has been";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "Everyone here has been"
msgstr ""

# mes "having a tough time just";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "having a tough time just"
msgstr ""

# mes "living day to day for as long";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "living day to day for as long"
msgstr ""

# mes "as I can remember. It's like";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "as I can remember. It's like"
msgstr ""

# mes "things never seem to get any";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "things never seem to get any"
msgstr ""

# mes "better, no matter what we do.";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "better, no matter what we do."
msgstr ""

# mes "I really want to leave,";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "I really want to leave,"
msgstr ""

# mes "but it's just an empty";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "but it's just an empty"
msgstr ""

# mes "wish. My body is trapped";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "wish. My body is trapped"
msgstr ""

# mes "here while my heart longs";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "here while my heart longs"
msgstr ""

# mes "for a much better life. ^333333*Sigh*^000000";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "for a much better life. ^333333*Sigh*^000000"
msgstr ""

# mes "Is it hopeless? What can I do?";
#: npc/cities/einbech.txt
msgctxt "Nemuk#ein"
msgid "Is it hopeless? What can I do?"
msgstr ""

# mes "[Heinz]";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "[Heinz]"
msgstr ""

# mes "Wow...";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "Wow..."
msgstr ""

# mes "An adventurer from";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "An adventurer from"
msgstr ""

# mes "Rune-Midgarts, eh?";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "Rune-Midgarts, eh?"
msgstr ""

# mes "What brings you here?";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "What brings you here?"
msgstr ""

# mes "Einbech doesn't offer much";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "Einbech doesn't offer much"
msgstr ""

# mes "in terms of sight-seeing, but";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "in terms of sight-seeing, but"
msgstr ""

# mes "have you come to see the mine?";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "have you come to see the mine?"
msgstr ""

# mes "Right now, it's swarming with";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "Right now, it's swarming with"
msgstr ""

# mes "monsters and we can't dig any";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "monsters and we can't dig any"
msgstr ""

# mes "ores because it's so dangerous.";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "ores because it's so dangerous."
msgstr ""

# mes "Now, if some adventurers were";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "Now, if some adventurers were"
msgstr ""

# mes "generous enough to hunt down";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "generous enough to hunt down"
msgstr ""

# mes "those evil creatures, we'd be able to mine again and they could earn some extra zeny. It's like killing two birds with one stone. Hahaha!";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid ""
"those evil creatures, we'd be able to mine again and they could earn some extra zeny. It's like killing two birds "
"with one stone. Hahaha!"
msgstr ""

# mes "Oh wait... I'm sorry.";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "Oh wait... I'm sorry."
msgstr ""

# mes "I don't know what's wrong";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "I don't know what's wrong"
msgstr ""

# mes "with me, asking complete";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "with me, asking complete"
msgstr ""

# mes "strangers to do favors for";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "strangers to do favors for"
msgstr ""

# mes "me. It's completely rude!";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "me. It's completely rude!"
msgstr ""

# mes "I mean, who would do that?";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "I mean, who would do that?"
msgstr ""

# mes "But... I'm beyond caring";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "But... I'm beyond caring"
msgstr ""

# mes "about my pride. For the sake";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "about my pride. For the sake"
msgstr ""

# mes "of all that is good and holy, I'm begging you, please kill those foul and evil creatures. Please~!";
#: npc/cities/einbech.txt
msgctxt "Young Man#air2"
msgid "of all that is good and holy, I'm begging you, please kill those foul and evil creatures. Please~!"
msgstr ""

# mes "[Mogan]";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "[Mogan]"
msgstr ""

# mes "Recently, there were a few";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "Recently, there were a few"
msgstr ""

# mes "cave-ins where many miners";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "cave-ins where many miners"
msgstr ""

# mes "were injured. It was discussed";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "were injured. It was discussed"
msgstr ""

# mes "in the Town Council and in my";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "in the Town Council and in my"
msgstr ""

# mes "opinion, I think the miners dug";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "opinion, I think the miners dug"
msgstr ""

# mes "too deep and disturbed... ^FF0000it^000000.";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "too deep and disturbed... ^FF0000it^000000."
msgstr ""

# mes "Yes, they awoke Ungoliant,";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "Yes, they awoke Ungoliant,"
msgstr ""

# mes "the master of the caves that";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "the master of the caves that"
msgstr ""

# mes "has existed since ancient time.";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "has existed since ancient time."
msgstr ""

# mes "I don't know how many more will";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "I don't know how many more will"
msgstr ""

# mes "be victimized by Ungoliant in the";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "be victimized by Ungoliant in the"
msgstr ""

# mes "future. There's no telling...";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "future. There's no telling..."
msgstr ""

# mes "Adventurer, be careful";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "Adventurer, be careful"
msgstr ""

# mes "if you travel inside the";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "if you travel inside the"
msgstr ""

# mes "mines, lest your footsteps";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "mines, lest your footsteps"
msgstr ""

# mes "disturb Ungoliant's slumber.";
#: npc/cities/einbech.txt
msgctxt "Mogan#ein"
msgid "disturb Ungoliant's slumber."
msgstr ""

# mes "[Hander]";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "[Hander]"
msgstr ""

# mes "Those Einbroch bastards!";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "Those Einbroch bastards!"
msgstr ""

# mes "Living off the resources we";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "Living off the resources we"
msgstr ""

# mes "dig up while we keep working";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "dig up while we keep working"
msgstr ""

# mes "for them like suckers! Damn!";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "for them like suckers! Damn!"
msgstr ""

# mes "Everyday, we risk our";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "Everyday, we risk our"
msgstr ""

# mes "freakin' lives just so we";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "freakin' lives just so we"
msgstr ""

# mes "can make a living! Why don't";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "can make a living! Why don't"
msgstr ""

# mes "the elders do something about";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "the elders do something about"
msgstr ""

# mes "this, like raise our ore prices?";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "this, like raise our ore prices?"
msgstr ""

# mes "The work schedule's";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "The work schedule's"
msgstr ""

# mes "unreasonable, Cavitar's";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "unreasonable, Cavitar's"
msgstr ""

# mes "wife was attacked by a mine";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "wife was attacked by a mine"
msgstr ""

# mes "creature, the hospital's too";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "creature, the hospital's too"
msgstr ""

# mes "far away and we don't have";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "far away and we don't have"
msgstr ""

# mes "any food to eat! Why...?!";
#: npc/cities/einbech.txt
msgctxt "Hander#ein"
msgid "any food to eat! Why...?!"
msgstr ""

# mes "[Gushenmu]";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "[Gushenmu]"
msgstr ""

# mes "I've lived here a long time";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "I've lived here a long time"
msgstr ""

# mes "and, believe it or not, things";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "and, believe it or not, things"
msgstr ""

# mes "weren't as tough in the past";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "weren't as tough in the past"
msgstr ""

# mes "as they are right now.";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "as they are right now."
msgstr ""

# mes "For lots of different reasons,";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "For lots of different reasons,"
msgstr ""

# mes "the work is more dangerous";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "the work is more dangerous"
msgstr ""

# mes "and we're running real low on";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "and we're running real low on"
msgstr ""

# mes "manpower. And the factories in";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "manpower. And the factories in"
msgstr ""

# mes "Einbroch make so much smog,";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "Einbroch make so much smog,"
msgstr ""

# mes "we can't even see sunlight here.";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "we can't even see sunlight here."
msgstr ""

# mes "The sad reality of mining";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "The sad reality of mining"
msgstr ""

# mes "life right now is that we";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "life right now is that we"
msgstr ""

# mes "wake up, go to work, and at";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "wake up, go to work, and at"
msgstr ""

# mes "the end of the day, some of us";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "the end of the day, some of us"
msgstr ""

# mes "are injured while a few others never come to work the next day.";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "are injured while a few others never come to work the next day."
msgstr ""

# mes "And as Einbech and Einbroch";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "And as Einbech and Einbroch"
msgstr ""

# mes "have grown, I hear more and";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "have grown, I hear more and"
msgstr ""

# mes "more rumors that unfamiliar";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "more rumors that unfamiliar"
msgstr ""

# mes "monsters are beginning to";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "monsters are beginning to"
msgstr ""

# mes "swarm outside of town. This";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "swarm outside of town. This"
msgstr ""

# mes "is really Einbech's worst time...";
#: npc/cities/einbech.txt
msgctxt "Gushenmu#ein"
msgid "is really Einbech's worst time..."
msgstr ""

# mes "[Staff]";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "[Staff]"
msgstr ""

# mes "Welcome to";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "Welcome to"
msgstr ""

# mes "the Train Station.";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "the Train Station."
msgstr ""

# mes "The fare to take the";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "The fare to take the"
msgstr ""

# mes "train to Einbroch is";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "train to Einbroch is"
msgstr ""

# mes "200 zeny. Would";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "200 zeny. Would"
msgstr ""

# mes "you like to ride?";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "you like to ride?"
msgstr ""

# switch(select("Yes.", "No.")) {
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "Yes."
msgstr ""

# switch(select("Yes.", "No.")) {
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "No."
msgstr ""

# mes "Thank you and";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "Thank you and"
msgstr ""

# mes "we hope you enjoy";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "we hope you enjoy"
msgstr ""

# mes "the ride. All aboard!";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "the ride. All aboard!"
msgstr ""

# mes "I'm sorry,";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "I'm sorry,"
msgstr ""

# mes "but you don't";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "but you don't"
msgstr ""

# mes "have enough zeny";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "have enough zeny"
msgstr ""

# mes "to pay the train fare.";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "to pay the train fare."
msgstr ""

# mes "Please enjoy";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "Please enjoy"
msgstr ""

# mes "your stay here";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "your stay here"
msgstr ""

# mes "in Einbech.";
#: npc/cities/einbech.txt
msgctxt "Train Station Staff#ein3"
msgid "in Einbech."
msgstr ""

# mes "[Train Station Manager]";
#: npc/cities/einbech.txt
msgctxt "Train Station Manager#ei"
msgid "[Train Station Manager]"
msgstr ""

# mes "This train station";
#: npc/cities/einbech.txt
msgctxt "Train Station Manager#ei"
msgid "This train station"
msgstr ""

# mes "is strictly for trains";
#: npc/cities/einbech.txt
msgctxt "Train Station Manager#ei"
msgid "is strictly for trains"
msgstr ""

# mes "running from Einbech";
#: npc/cities/einbech.txt
msgctxt "Train Station Manager#ei"
msgid "running from Einbech"
msgstr ""

# mes "to Einbroch. Please speak";
#: npc/cities/einbech.txt
msgctxt "Train Station Manager#ei"
msgid "to Einbroch. Please speak"
msgstr ""

# mes "to the staff in the 11 'o clock direction if you'd like to board.";
#: npc/cities/einbech.txt
msgctxt "Train Station Manager#ei"
msgid "to the staff in the 11 'o clock direction if you'd like to board."
msgstr ""

# mes "[Tollaf]";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "[Tollaf]"
msgstr ""

# mes "Ah...!";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "Ah...!"
msgstr ""

# mes "This is killing me!";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "This is killing me!"
msgstr ""

# mes "I don't have the money";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "I don't have the money"
msgstr ""

# mes "to move, but I don't wanna";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "to move, but I don't wanna"
msgstr ""

# mes "live in this town anymore!";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "live in this town anymore!"
msgstr ""

# mes "People everywhere else";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "People everywhere else"
msgstr ""

# mes "live so much better than we";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "live so much better than we"
msgstr ""

# mes "do, especially those snobs in";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "do, especially those snobs in"
msgstr ""

# mes "Einbroch! Einbech must be the";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "Einbroch! Einbech must be the"
msgstr ""

# mes "worst town Schwaltzvalt Republic. No, it's the worst in the world!";
#: npc/cities/einbech.txt
msgctxt "Tollaf#ein"
msgid "worst town Schwaltzvalt Republic. No, it's the worst in the world!"
msgstr ""

# mes "[Raust]";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "[Raust]"
msgstr ""

# mes "I don't get it!";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "I don't get it!"
msgstr ""

# mes "Einbroch gets bigger";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "Einbroch gets bigger"
msgstr ""

# mes "and fancier and our";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "and fancier and our"
msgstr ""

# mes "town gets dirtier and";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "town gets dirtier and"
msgstr ""

# mes "nastier. What the hell?!";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "nastier. What the hell?!"
msgstr ""

# mes "Not only do the people";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "Not only do the people"
msgstr ""

# mes "here look more ragged, we're";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "here look more ragged, we're"
msgstr ""

# mes "more tired and older looking";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
msgid "more tired and older looking"
msgstr ""

# mes "even! It's dirty, it's crowded,";
#: npc/cities/einbech.txt
msgctxt "Raust#ein"
